"File","Locality","Site","Transect","Loc","InsularCoast","Position","Acropora cervicornis","Acropora palmata","Madracis mirabilis","Madracis sp.","Oculina diffusa","Porites porites","Porites sp.","Agaricia sp.","Dichocoenia stokesii","Meandrina meandrites","Porites astreoides","Pseudodiploria clivosa","Pseudodiploria strigosa","Other (Scleractinian plate)","Agaricia agaricites (danai)","Agaricia tenuifolia","Other (Scleractinian foliose)","Agaricia agaricites (agaricites)","Agaricia humilis","Colpophyllia natans","Diploria labyrinthiformis","Isophyllia sp.","Meandrina sp.","Montastrea cavernosa","Orbicella annularis","Orbicella faveolata","Orbicella franksi","Orbicella sp.","Porites branneri","Siderastrea radians","Siderastrea siderea","Siderastrea sp.","Solenastrea sp.","Stephanocoenia intersepta","Other (Scleractinian massive)","Dendrogyra cylindrus","Mussa angulosa","Other (Scleractinian solitary/ other)","Madracis decactis","Other (Scleractinian encrusting)","Eusmilia fastigata","Other (Scleractinian flower cup)","Pseudodiploria sp."
"carabela_t1.rndpts.csv","Mochima","Carabela","t1","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"carabela_t2.rndpts.csv","Mochima","Carabela","t2","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"carabela_t3.rndpts.csv","Mochima","Carabela","t3","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"carabela_t4.rndpts.csv","Mochima","Carabela","t4","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"charagato_t1.rndpts.csv","Cubagua","Charagato","t1","CUB","Insular","East",0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"charagato_t2.rndpts.csv","Cubagua","Charagato","t2","CUB","Insular","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"charagato_t3.rndpts.csv","Cubagua","Charagato","t3","CUB","Insular","East",0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,0,0,0,0,0,0,86.3636363636364,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0
"charagato_t4.rndpts.csv","Cubagua","Charagato","t4","CUB","Insular","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cienaga_este_t1.rndpts.csv","Ocumare","Cienaga este","t1","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,4.83870967741935,0,0,0,0,0,0,0,0,0,0,0,0,0,17.741935483871,74.1935483870968,0,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0
"cienaga_este_t2.rndpts.csv","Ocumare","Cienaga este","t2","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,1.88679245283019,24.5283018867925,0,0,0,0,0,0,0,0,0,0,0,0,7.54716981132075,0,66.0377358490566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cienaga_este_t3.rndpts.csv","Ocumare","Cienaga este","t3","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,5.45454545454545,0,1.81818181818182,0,0,0,0,0,0,0,0,0,0,0,0,90.9090909090909,0,0,0,0,0,0,0,0,1.81818181818182,0,0,0,0,0,0,0,0
"cienaga_este_t4.rndpts.csv","Ocumare","Cienaga este","t4","OCU","Continental","Center",0,0,4.34782608695652,0,0,0,0,0,0,0,2.17391304347826,0,0,0,0,0,0,0,0,0,0,0,0,0,36.9565217391304,47.8260869565217,0,8.69565217391304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cienaga_interno_t1.rndpts.csv","Ocumare","Cienaga interno","t1","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,5,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"cienaga_interno_t2.rndpts.csv","Ocumare","Cienaga interno","t2","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,7.04225352112676,0,5.63380281690141,0,0,0,0,1.40845070422535,0,21.1267605633803,0,0,0,11.2676056338028,0,53.5211267605634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cienaga_interno_t3.rndpts.csv","Ocumare","Cienaga interno","t3","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,1.08695652173913,0,15.2173913043478,0,0,0,0,0,1.08695652173913,33.695652173913,0,0,0,10.8695652173913,0,38.0434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cienaga_interno_t4.rndpts.csv","Ocumare","Cienaga interno","t4","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,19.1176470588235,0,1.47058823529412,0,0,1.47058823529412,0,0,0,30.8823529411765,0,0,0,10.2941176470588,0,33.8235294117647,0,0,0,1.47058823529412,0,0,0,0,1.47058823529412,0,0,0,0,0,0,0,0
"cienaga_oeste_t1.rndpts.csv","Ocumare","Cienaga oeste","t1","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,2.94117647058824,0,7.35294117647059,0,0,0,0,1.47058823529412,0,30.8823529411765,0,0,0,4.41176470588235,0,33.8235294117647,0,0,0,0,8.82352941176471,1.47058823529412,0,0,0,5.88235294117647,0,0,2.94117647058824,0,0,0,0
"cienaga_oeste_t2.rndpts.csv","Ocumare","Cienaga oeste","t2","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,3.57142857142857,0,7.14285714285714,0,0,0,0,0,0,28.5714285714286,0,0,0,35.7142857142857,0,3.57142857142857,0,0,0,0,21.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0
"cienaga_oeste_t3.rndpts.csv","Ocumare","Cienaga oeste","t3","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,2.56410256410256,0,0,0,0,0,0,0,0,89.7435897435897,0,0,0,0,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cienaga_oeste_t4.rndpts.csv","Ocumare","Cienaga oeste","t4","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,5.19480519480519,0,1.2987012987013,0,0,0,0,0,1.2987012987013,28.5714285714286,0,0,0,2.5974025974026,0,53.2467532467532,0,0,0,0,0,0,0,0,0,7.79220779220779,0,0,0,0,0,0,0
"cominoto_t1.rndpts.csv","Los Frailes","Cominoto","t1","LFR","Insular","East",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cominoto_t2.rndpts.csv","Los Frailes","Cominoto","t2","LFR","Insular","East",0,0,0,0,0,0,0,0,0,0,30.7692307692308,0,69.2307692307692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cominoto_t3.rndpts.csv","Los Frailes","Cominoto","t3","LFR","Insular","East",0,0,0,0,0,0,0,0,0,0,6.25,0,93.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cominoto_t4.rndpts.csv","Los Frailes","Cominoto","t4","LFR","Insular","East",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"conejo_t1.rndpts.csv","Cubagua","Punta Conejo","t1","CUB","Insular","East",0,0,0,0,0,0,0,0,0,0,2.56410256410256,0,94.8717948717949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56410256410256,0,0,0,0,0,0,0,0,0,0,0,0
"conejo_t2.rndpts.csv","Cubagua","Punta Conejo","t2","CUB","Insular","East",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"conejo_t3.rndpts.csv","Cubagua","Punta Conejo","t3","CUB","Insular","East",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"conejo_t4.rndpts.csv","Cubagua","Punta Conejo","t4","CUB","Insular","East",0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"cote_t1.rndpts.csv","Los Roques","Boca de Cote","t1","LRQ","Insular","West",0,0,1.28205128205128,0,0,0,0,0,0,1.28205128205128,10.2564102564103,0,0,0,0,0,0,0,2.56410256410256,0,3.84615384615385,0,0,1.28205128205128,3.84615384615385,69.2307692307692,0,0,0,0,6.41025641025641,0,0,0,0,0,0,0,0,0,0,0,0
"cote_t2.rndpts.csv","Los Roques","Boca de Cote","t2","LRQ","Insular","West",0,0,28.7234042553191,0,0,0,0,0,0,0,3.19148936170213,0,3.19148936170213,0,0,0,0,0,0,1.06382978723404,1.06382978723404,0,0,4.25531914893617,4.25531914893617,29.7872340425532,0,2.12765957446809,0,0,22.3404255319149,0,0,0,0,0,0,0,0,0,0,0,0
"cote_t3.rndpts.csv","Los Roques","Boca de Cote","t3","LRQ","Insular","West",0,0,0,0,0,0,0,0,0,0,12.8571428571429,0,2.85714285714286,0,0,0,0,0,1.42857142857143,0,5.71428571428571,0,0,21.4285714285714,14.2857142857143,25.7142857142857,0,0,0,0,14.2857142857143,0,0,0,1.42857142857143,0,0,0,0,0,0,0,0
"cote_t4.rndpts.csv","Los Roques","Boca de Cote","t4","LRQ","Insular","West",0,0,0,0,0,0,0,0,0,0,10.6382978723404,0,0,0,0,12.7659574468085,0,0,2.12765957446809,0,10.6382978723404,0,0,12.7659574468085,0,14.8936170212766,0,0,0,0,36.1702127659574,0,0,0,0,0,0,0,0,0,0,0,0
"cruz_t1.rndpts.csv","Mochima","Punta Cruz","t1","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.3636363636364,0,0,0,9.09090909090909,0,0,0,0,0,0,54.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0
"cruz_t2.rndpts.csv","Mochima","Punta Cruz","t2","MOC","Continental","East",0,0,0,0,0,0,0,0,26.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cruz_t3.rndpts.csv","Mochima","Punta Cruz","t3","MOC","Continental","East",0,0,0,0,0,0,0,0,13.3333333333333,0,0,0,56.6666666666667,0,0,0,0,0,0,6.66666666666667,0,0,0,23.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cruz_t4.rndpts.csv","Mochima","Punta Cruz","t4","MOC","Continental","East",0,0,0,0,0,0,0,0,42.8571428571429,0,0,0,28.5714285714286,0,0,0,0,0,0,7.14285714285714,0,0,0,21.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dms_t1.rndpts.csv","Los Roques","Dos Mosquises Sur","t1","LRQ","Insular","West",0,0,30.9090909090909,0.909090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27272727272727,0,0,0,0,50,10,0,0,0,0,0,0.909090909090909,0,0,0,0,0,0,0,0,0,0,0
"dms_t2.rndpts.csv","Los Roques","Dos Mosquises Sur","t2","LRQ","Insular","West",0,0,18.5714285714286,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,1.42857142857143,0,0,0,17.1428571428571,0,0,0,0,10,44.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,1.42857142857143,0,0,0,0
"dms_t3.rndpts.csv","Los Roques","Dos Mosquises Sur","t3","LRQ","Insular","West",0,0,40.9090909090909,0,0,0,0,0,0,0,0.757575757575758,0,0,0,0,0,0,0,0,6.81818181818182,0,0,0,0,27.2727272727273,18.9393939393939,0,0,0,0,0.757575757575758,0,0,0,0,4.54545454545455,0,0,0,0,0,0,0
"dms_t4.rndpts.csv","Los Roques","Dos Mosquises Sur","t4","LRQ","Insular","West",0,0,0,0,0,0,0.917431192660551,0,0,0,0,0,0,0,0,0,0,0,0,19.2660550458716,0,0,0,0,0,75.2293577981651,0,0,0,0,2.75229357798165,0,0,0,1.8348623853211,0,0,0,0,0,0,0,0
"gabarra_t1.rndpts.csv","Mochima","Gabarra","t1","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,14.2857142857143,0,0,0,0,0,0,35.7142857142857,0,0,0,0,0,0,0,0,0,0,42.8571428571429,0,0,0,0,0,0,0,0,0,0,0,0
"gabarra_t2.rndpts.csv","Mochima","Gabarra","t2","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gabarra_t3.rndpts.csv","Mochima","Gabarra","t3","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,55.5555555555556,0,0,0,0,0,0,44.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gabarra_t4.rndpts.csv","Mochima","Gabarra","t4","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,0,0,63.6363636363636,0,0,0,0,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,18.1818181818182,0,0,9.09090909090909,0,0,0,0,0,0,0,0,0
"garrapata_t1.rndpts.csv","Mochima","Garrapata","t1","MOC","Continental","East",0,0,0,0,0,0,0,0,1.69491525423729,0,0,0,44.0677966101695,0,0,0,0,0,0,15.2542372881356,0,0,0,32.2033898305085,0,5.08474576271186,0,0,0,0,1.69491525423729,0,0,0,0,0,0,0,0,0,0,0,0
"garrapata_t2.rndpts.csv","Mochima","Garrapata","t2","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,1.13636363636364,0,21.5909090909091,0,0,0,0,0,0,60.2272727272727,0,0,0,14.7727272727273,0,0,0,0,0,0,1.13636363636364,0,0,0,1.13636363636364,0,0,0,0,0,0,0,0
"garrapata_t3.rndpts.csv","Mochima","Garrapata","t3","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,0.884955752212389,0,38.0530973451327,0,0,0,0,0,0,52.212389380531,0,0,0,7.9646017699115,0,0,0,0,0,0,0.884955752212389,0,0,0,0,0,0,0,0,0,0,0,0
"garrapata_t4.rndpts.csv","Mochima","Garrapata","t4","MOC","Continental","East",0,0,0,0,0,0,0,0,0,0,2.10526315789474,0,16.8421052631579,0,0,0,0,0,0,63.1578947368421,0,0,0,17.8947368421053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"guabinitas_t1.rndpts.csv","Ocumare","Guabinitas","t1","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,11.7647058823529,0,5.88235294117647,0,0,0,0,0,0,0,0,0,0,5.88235294117647,0,0,0,0,0,0,76.4705882352941,0,0,0,0,0,0,0,0,0,0,0,0
"guabinitas_t2.rndpts.csv","Ocumare","Guabinitas","t2","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,62.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"guabinitas_t3.rndpts.csv","Ocumare","Guabinitas","t3","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,5.55555555555556,0,2.77777777777778,0,0,0,0,0,0,0,0,0,0,13.8888888888889,0,8.33333333333333,0,0,0,0,69.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0
"guabinitas_t4.rndpts.csv","Ocumare","Guabinitas","t4","OCU","Continental","Center",0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,50,0,0,0,0,0,16.6666666666667,16.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"lapared_t1.rndpts.csv","Chichiriviche","La Pared","t1","CHI","Continental","Center",0,0,0,0,0,0,0,0,0,56.4102564102564,2.56410256410256,0,5.12820512820513,0,0,0,0,0,0,0,0,7.69230769230769,2.56410256410256,15.3846153846154,0,0,0,0,0,0,10.2564102564103,0,0,0,0,0,0,0,0,0,0,0,0
"lapared_t2.rndpts.csv","Chichiriviche","La Pared","t2","CHI","Continental","Center",0,0,0,0,0,0,0,2.38095238095238,0,16.6666666666667,0,0,40.4761904761905,0,0,0,0,0,0,0,11.9047619047619,0,0,19.047619047619,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,2.38095238095238,0,0,0,0,0,0
"lapared_t3.rndpts.csv","Chichiriviche","La Pared","t3","CHI","Continental","Center",0,0,0,0,0,0,0,0,0,31.5789473684211,5.26315789473684,0,34.2105263157895,0,0,0,0,0,7.89473684210526,0,0,0,0,7.89473684210526,0,0,0,0,0,0,5.26315789473684,2.63157894736842,0,0,5.26315789473684,0,0,0,0,0,0,0,0
"lapared_t4.rndpts.csv","Chichiriviche","La Pared","t4","CHI","Continental","Center",0,0,0,0,0,0,0,0,0,0,0,0,58.3333333333333,0,0,0,0,8.33333333333333,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0
"madrisqui_t1.rndpts.csv","Los Roques","Madrisqui","t1","LRQ","Insular","West",0,0,0,0,0,0,0,2.7027027027027,0,0,24.3243243243243,0,0,0,0,0,0,2.7027027027027,0,32.4324324324324,0,0,0,0,0,32.4324324324324,5.40540540540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"madrisqui_t2.rndpts.csv","Los Roques","Madrisqui","t2","LRQ","Insular","West",0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,35,0,30,0,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,0
"madrisqui_t3.rndpts.csv","Los Roques","Madrisqui","t3","LRQ","Insular","West",0,0,0,0,0,0,0,31.7460317460317,0,0,9.52380952380952,0,0,0,0,0,0,0,0,26.984126984127,0,0,0,0,0,25.3968253968254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.34920634920635,0,0
"madrisqui_t4.rndpts.csv","Los Roques","Madrisqui","t4","LRQ","Insular","West",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.97674418604651,0,2.32558139534884,0,0,23.2558139534884,0,0,0,0,0,62.7906976744186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.65116279069767,0,0
"medialegua_t1.rndpts.csv","Chichiriviche","Media Legua","t1","CHI","Continental","Center",0,0,0,0,0,0,0,0,0,66.6666666666667,0,0,20,0,0,0,0,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0
"medialegua_t2.rndpts.csv","Chichiriviche","Media Legua","t2","CHI","Continental","Center",0,0,0,0,0,0,0,0,0,0,5,0,60,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0
"medialegua_t3.rndpts.csv","Chichiriviche","Media Legua","t3","CHI","Continental","Center",0,0,0,0,0,0,0,5.88235294117647,0,0,0,0,76.4705882352941,0,0,0,0,0,0,5.88235294117647,0,0,0,0,0,5.88235294117647,0,0,0,0,0,0,0,0,5.88235294117647,0,0,0,0,0,0,0,0
"medialegua_t4.rndpts.csv","Chichiriviche","Media Legua","t4","CHI","Continental","Center",0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,72.7272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0
"medialeguapunta_t1.rndpts.csv","Chichiriviche","Punta de Media Legua","t1","CHI","Continental","Center",0,0,0,0,0,0,0,0,0,0,4.08163265306122,0,24.4897959183673,0,0,0,0,0,0,2.04081632653061,26.530612244898,0,0,4.08163265306122,0,0,0,0,4.08163265306122,0,34.6938775510204,0,0,0,0,0,0,0,0,0,0,0,0
"medialeguapunta_t2.rndpts.csv","Chichiriviche","Punta de Media Legua","t2","CHI","Continental","Center",0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0
